input,weight,output,scenario,iteration
hydrogen,349653.9397,hydrogen_refueller,2050_low_demand,Run_2_2_
hydrogen_refueller,157344.2729,hydrogen_transport,2050_low_demand,Run_2_2_
hydrogen_transport,117942.559,hydrogen_storage_transport,2050_low_demand,Run_2_2_
hydrogen_storage_transport,104214.0452,hydrogen_transport,2050_low_demand,Run_2_2_
methane_reformation,3876347.131,hydrogen,2050_low_demand,Run_2_2_
national_grid_import,44936579.8,electricity_grid,2050_low_demand,Run_2_2_
onshore_wind,8464631.844,electricity_primary,2050_low_demand,Run_2_2_
electricity_primary,-103962289,primary_substation,2050_low_demand,Run_2_2_
primary_substation,103962289,electricity,2050_low_demand,Run_2_2_
electricity,602998.971,resistance_heating,2050_low_demand,Run_2_2_
resistance_heating,602998.971,heat,2050_low_demand,Run_2_2_
rooftop_pv,619990.7995,electricity,2050_low_demand,Run_2_2_
van_mileage,5426294.378,van_demand,2050_low_demand,Run_2_2_
anaerobic_digestion,26862628.49,electricity_primary,baseline,Run_2_2_
electricity,12550997.91,battery,baseline,Run_2_2_
battery,10623164.64,electricity,baseline,Run_2_2_
biomass,754863.8229,biomass_boiler_to_heat,baseline,Run_2_2_
biomass_boiler_to_heat,528404.676,heat,baseline,Run_2_2_
biomass_import,754863.8229,biomass,baseline,Run_2_2_
bus_mileage,5582477.382,bus_demand,baseline,Run_2_2_
car_mileage,27689873.36,car_demand,baseline,Run_2_2_
electricity,22536270.07,demand_elec,baseline,Run_2_2_
heat,141038705.4,demand_heat,baseline,Run_2_2_
hydrogen,3482191.781,demand_hydrogen_industrial,baseline,Run_2_2_
electricity_grid,123131.1476,elec_lines_grid:Golden Hill,baseline,Run_2_2_
elec_lines_grid:Golden Hill,123131.1476,electricity_grid,baseline,Run_2_2_
electricity_grid,176051.1476,elec_lines_grid:Haverfordwest Power Stn,baseline,Run_2_2_
electricity_grid,123131.1476,elec_lines_grid:Neyland,baseline,Run_2_2_
elec_lines_grid:Neyland,176051.1476,electricity_grid,baseline,Run_2_2_
elec_lines_grid:St Twynells,123131.1476,electricity_grid,baseline,Run_2_2_
electricity_primary,4134333.807,elec_lines_primary:Brawdy,baseline,Run_2_2_
elec_lines_primary:Brawdy,504476.4126,electricity_primary,baseline,Run_2_2_
electricity_primary,4136969.817,elec_lines_primary:Bridell,baseline,Run_2_2_
elec_lines_primary:Bridell,67377.44748,electricity_primary,baseline,Run_2_2_
electricity_primary,21333786.68,elec_lines_primary:Broadfield,baseline,Run_2_2_
elec_lines_primary:Broadfield,15839094.24,electricity_primary,baseline,Run_2_2_
electricity_primary,1632234.045,elec_lines_primary:Fishguard,baseline,Run_2_2_
elec_lines_primary:Fishguard,5644903.438,electricity_primary,baseline,Run_2_2_
electricity_primary,14090888.97,elec_lines_primary:Golden Hill,baseline,Run_2_2_
elec_lines_primary:Golden Hill,2965436.132,electricity_primary,baseline,Run_2_2_
electricity_primary,7916462.003,elec_lines_primary:Haverfordwest Power Stn,baseline,Run_2_2_
elec_lines_primary:Haverfordwest Power Stn,30115598.32,electricity_primary,baseline,Run_2_2_
electricity_primary,283677.9029,elec_lines_primary:Llanfyrnach,baseline,Run_2_2_
elec_lines_primary:Llanfyrnach,580781.7695,electricity_primary,baseline,Run_2_2_
electricity_primary,4180502.566,elec_lines_primary:Merlins Bridge,baseline,Run_2_2_
electricity_primary,1158021.852,elec_lines_primary:Milford Haven,baseline,Run_2_2_
elec_lines_primary:Milford Haven,3611.033714,electricity_primary,baseline,Run_2_2_
electricity_primary,4369057.738,elec_lines_primary:Nevern,baseline,Run_2_2_
elec_lines_primary:Nevern,2912553.854,electricity_primary,baseline,Run_2_2_
electricity_primary,66806.20223,elec_lines_primary:Newcastle Emlyn South,baseline,Run_2_2_
elec_lines_primary:Newcastle Emlyn South,1224415.963,electricity_primary,baseline,Run_2_2_
electricity_primary,3870220.52,elec_lines_primary:Neyland,baseline,Run_2_2_
elec_lines_primary:Neyland,1295262.862,electricity_primary,baseline,Run_2_2_
electricity_primary,5783592.066,elec_lines_primary:Penblewin,baseline,Run_2_2_
elec_lines_primary:Penblewin,2747236.62,electricity_primary,baseline,Run_2_2_
electricity_primary,1799611.641,elec_lines_primary:St Davids,baseline,Run_2_2_
elec_lines_primary:St Davids,11581853.76,electricity_primary,baseline,Run_2_2_
electricity_primary,13908971.51,elec_lines_primary:St Florence,baseline,Run_2_2_
elec_lines_primary:St Florence,12722223.49,electricity_primary,baseline,Run_2_2_
electricity_primary,17692.47457,elec_lines_primary:St Twynells,baseline,Run_2_2_
elec_lines_primary:St Twynells,846965.9014,electricity_primary,baseline,Run_2_2_
electricity_primary,2071688.418,elec_lines_primary:Steynton,baseline,Run_2_2_
elec_lines_primary:Steynton,2601460.365,electricity_primary,baseline,Run_2_2_
electricity_primary,2064235.514,elec_lines_primary:Tenby,baseline,Run_2_2_
electricity_primary,1613691.158,elec_lines_primary:Whitland,baseline,Run_2_2_
elec_lines_primary:Whitland,2779193.286,electricity_primary,baseline,Run_2_2_
electricity_transport,12135820.39,electric_bus,baseline,Run_2_2_
electric_bus,5582477.382,bus_mileage,baseline,Run_2_2_
electricity_transport,7911392.388,electric_car,baseline,Run_2_2_
electric_car,27689873.36,car_mileage,baseline,Run_2_2_
electricity_transport,2832159.183,electric_hgv,baseline,Run_2_2_
electric_hgv,793004.5712,hgv_mileage,baseline,Run_2_2_
electricity_transport,1234911.537,electric_van,baseline,Run_2_2_
electric_van,4025811.61,van_mileage,baseline,Run_2_2_
electricity,5357218.124,electrolyser,baseline,Run_2_2_
electrolyser,3482191.781,hydrogen,baseline,Run_2_2_
electricity,24114283.5,ev_chargers,baseline,Run_2_2_
ev_chargers,24114283.5,electricity_transport,baseline,Run_2_2_
electricity_grid,-176051.1476,grid_substation,baseline,Run_2_2_
electricity_primary,-52920,grid_substation,baseline,Run_2_2_
grid_substation,52920,electricity_grid,baseline,Run_2_2_
grid_substation,176051.1476,electricity_primary,baseline,Run_2_2_
ground_pv,49465390.51,electricity_primary,baseline,Run_2_2_
heat_network,1254723.675,heat,baseline,Run_2_2_
electricity,55605284.18,heat_pump,baseline,Run_2_2_
heat_pump,139013210.5,heat,baseline,Run_2_2_
hgv_mileage,793004.5712,hgv_demand,baseline,Run_2_2_
hydroelectricity,407860.8,electricity_primary,baseline,Run_2_2_
national_grid_import,123131.1476,electricity_grid,baseline,Run_2_2_
onshore_wind,8301192.193,electricity_primary,baseline,Run_2_2_
electricity,-2732773.48,primary_substation,baseline,Run_2_2_
electricity_primary,-91551608.31,primary_substation,baseline,Run_2_2_
primary_substation,90415226.62,electricity,baseline,Run_2_2_
primary_substation,3869155.171,electricity_primary,baseline,Run_2_2_
electricity,242366.6315,resistance_heating,baseline,Run_2_2_
resistance_heating,242366.6315,heat,baseline,Run_2_2_
rooftop_pv,22100802.65,electricity,baseline,Run_2_2_
sewage_gas,2522250,electricity_primary,baseline,Run_2_2_
van_mileage,4025811.61,van_demand,baseline,Run_2_2_
anaerobic_digestion,16994756.79,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity,7802564.757,battery,Islanded_2050_high_demand,Run_2_2_
battery,6604090.81,electricity,Islanded_2050_high_demand,Run_2_2_
biomass,22478.21855,biomass_boiler_to_heat,Islanded_2050_high_demand,Run_2_2_
biomass_boiler_to_heat,15734.75298,heat,Islanded_2050_high_demand,Run_2_2_
biomass_import,22478.21855,biomass,Islanded_2050_high_demand,Run_2_2_
bus_mileage,558247.7431,bus_demand,Islanded_2050_high_demand,Run_2_2_
car_mileage,32120253.1,car_demand,Islanded_2050_high_demand,Run_2_2_
electricity,22536270.07,demand_elec,Islanded_2050_high_demand,Run_2_2_
heat,141038705.4,demand_heat,Islanded_2050_high_demand,Run_2_2_
hydrogen,3482191.781,demand_hydrogen_industrial,Islanded_2050_high_demand,Run_2_2_
electricity_grid,6244560,elec_lines_grid:Golden Hill,Islanded_2050_high_demand,Run_2_2_
elec_lines_grid:Haverfordwest Power Stn,6085800,electricity_grid,Islanded_2050_high_demand,Run_2_2_
electricity_grid,6085800,elec_lines_grid:Neyland,Islanded_2050_high_demand,Run_2_2_
elec_lines_grid:Neyland,6244560,electricity_grid,Islanded_2050_high_demand,Run_2_2_
electricity_primary,1049690.047,elec_lines_primary:Brawdy,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:Brawdy,1404866.202,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_primary,4748520.626,elec_lines_primary:Bridell,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:Bridell,306412.6439,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_primary,21891390.47,elec_lines_primary:Broadfield,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:Broadfield,16408976.05,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_primary,2774312.563,elec_lines_primary:Fishguard,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:Fishguard,6640396.721,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_primary,11251539.17,elec_lines_primary:Golden Hill,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:Golden Hill,7056608.15,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_primary,10947919.1,elec_lines_primary:Haverfordwest Power Stn,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:Haverfordwest Power Stn,26962471.16,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_primary,558058.4959,elec_lines_primary:Llanfyrnach,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:Llanfyrnach,196659.1717,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_primary,3527848.114,elec_lines_primary:Merlins Bridge,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:Merlins Bridge,94144.55065,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_primary,1792551.433,elec_lines_primary:Milford Haven,Islanded_2050_high_demand,Run_2_2_
electricity_primary,6219876.401,elec_lines_primary:Nevern,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:Nevern,4126071.338,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_primary,306412.6439,elec_lines_primary:Newcastle Emlyn South,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:Newcastle Emlyn South,622449.2889,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_primary,4744526.932,elec_lines_primary:Neyland,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:Neyland,2193199.019,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_primary,3922477.746,elec_lines_primary:Penblewin,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:Penblewin,888495.5771,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_primary,1829848.61,elec_lines_primary:St Davids,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:St Davids,10702972.38,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_primary,14474099.05,elec_lines_primary:St Florence,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:St Florence,13153852.1,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_primary,60034.25858,elec_lines_primary:St Twynells,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:St Twynells,600675.4326,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_primary,3378660.7,elec_lines_primary:Steynton,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:Steynton,4308556.232,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_primary,2841822.398,elec_lines_primary:Tenby,Islanded_2050_high_demand,Run_2_2_
electricity_primary,971456.334,elec_lines_primary:Whitland,Islanded_2050_high_demand,Run_2_2_
elec_lines_primary:Whitland,1624239.071,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity_transport,1213582.05,electric_bus,Islanded_2050_high_demand,Run_2_2_
electric_bus,558247.7431,bus_mileage,Islanded_2050_high_demand,Run_2_2_
electricity_transport,9163895.729,electric_car,Islanded_2050_high_demand,Run_2_2_
electric_car,32073635.05,car_mileage,Islanded_2050_high_demand,Run_2_2_
electricity_transport,960083.6718,electric_hgv,Islanded_2050_high_demand,Run_2_2_
electric_hgv,268823.4281,hgv_mileage,Islanded_2050_high_demand,Run_2_2_
electricity_transport,1664507.478,electric_van,Islanded_2050_high_demand,Run_2_2_
electric_van,5426294.378,van_mileage,Islanded_2050_high_demand,Run_2_2_
electricity,306341.1532,electrolyser,Islanded_2050_high_demand,Run_2_2_
electrolyser,237414.3937,hydrogen,Islanded_2050_high_demand,Run_2_2_
electricity,13002068.93,ev_chargers,Islanded_2050_high_demand,Run_2_2_
ev_chargers,13002068.93,electricity_transport,Islanded_2050_high_demand,Run_2_2_
electricity_grid,-6244560,grid_substation,Islanded_2050_high_demand,Run_2_2_
electricity_primary,-6244560,grid_substation,Islanded_2050_high_demand,Run_2_2_
grid_substation,6244560,electricity_grid,Islanded_2050_high_demand,Run_2_2_
grid_substation,6244560,electricity_primary,Islanded_2050_high_demand,Run_2_2_
ground_pv,49844994.65,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity,55970025.93,heat_pump,Islanded_2050_high_demand,Run_2_2_
heat_pump,139925064.8,heat,Islanded_2050_high_demand,Run_2_2_
hgv_mileage,863581.978,hgv_demand,Islanded_2050_high_demand,Run_2_2_
electricity,-1.80E-10,hybrid_heat_pump,Islanded_2050_high_demand,Run_2_2_
hydrogen,-1.80E-10,hybrid_heat_pump,Islanded_2050_high_demand,Run_2_2_
hybrid_heat_pump,4.30E-10,heat,Islanded_2050_high_demand,Run_2_2_
hydroelectricity,407860.8,electricity_primary,Islanded_2050_high_demand,Run_2_2_
hydrogen,430963.0905,hydrogen_boiler_to_heat,Islanded_2050_high_demand,Run_2_2_
hydrogen_boiler_to_heat,362008.9961,heat,Islanded_2050_high_demand,Run_2_2_
hydrogen_transport,12807.15496,hydrogen_car,Islanded_2050_high_demand,Run_2_2_
hydrogen_car,46618.04407,car_mileage,Islanded_2050_high_demand,Run_2_2_
hydrogen,-5.09E-10,hydrogen_chp,Islanded_2050_high_demand,Run_2_2_
hydrogen_chp,-2.46E-10,electricity,Islanded_2050_high_demand,Run_2_2_
hydrogen_chp,-2.59E-10,heat,Islanded_2050_high_demand,Run_2_2_
hydrogen_transport,1749289.853,hydrogen_hgv,Islanded_2050_high_demand,Run_2_2_
hydrogen_hgv,594758.5499,hgv_mileage,Islanded_2050_high_demand,Run_2_2_
hydrogen,4044306.604,hydrogen_refueller,Islanded_2050_high_demand,Run_2_2_
hydrogen_refueller,1819937.972,hydrogen_transport,Islanded_2050_high_demand,Run_2_2_
hydrogen_transport,496915.5001,hydrogen_storage_transport,Islanded_2050_high_demand,Run_2_2_
hydrogen_storage_transport,439074.5359,hydrogen_transport,Islanded_2050_high_demand,Run_2_2_
methane_reformation,7720047.082,hydrogen,Islanded_2050_high_demand,Run_2_2_
onshore_wind,8395019.786,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity,-1819355.735,primary_substation,Islanded_2050_high_demand,Run_2_2_
electricity_primary,-77595432.1,primary_substation,Islanded_2050_high_demand,Run_2_2_
primary_substation,77461987.76,electricity,Islanded_2050_high_demand,Run_2_2_
primary_substation,1952800.081,electricity_primary,Islanded_2050_high_demand,Run_2_2_
electricity,735896.8746,resistance_heating,Islanded_2050_high_demand,Run_2_2_
resistance_heating,735896.8746,heat,Islanded_2050_high_demand,Run_2_2_
rooftop_pv,18106444.88,electricity,Islanded_2050_high_demand,Run_2_2_
van_mileage,5426294.378,van_demand,Islanded_2050_high_demand,Run_2_2_
electricity,350034344.8,battery,2050_high_demand,Run_2_3_
battery,296269069.5,electricity,2050_high_demand,Run_2_3_
biomass,1209599.239,biomass_boiler_to_heat,2050_high_demand,Run_2_3_
biomass_boiler_to_heat,846719.4672,heat,2050_high_demand,Run_2_3_
biomass_import,1209599.239,biomass,2050_high_demand,Run_2_3_
bus_mileage,5930614.967,bus_demand,2050_high_demand,Run_2_3_
car_mileage,341233540.3,car_demand,2050_high_demand,Run_2_3_
electricity,436227262.8,demand_elec,2050_high_demand,Run_2_3_
heat,1057116835,demand_heat,2050_high_demand,Run_2_3_
hydrogen,41000000,demand_hydrogen_industrial,2050_high_demand,Run_2_3_
electricity_grid,18300339.68,elec_lines_grid:Golden Hill,2050_high_demand,Run_2_3_
battery,293973699.9,electricity,Islanded_2050_high_demand,Run_2_3_
elec_lines_grid:Golden Hill,16173395.02,electricity_grid,2050_high_demand,Run_2_3_
electricity_grid,20618675.02,elec_lines_grid:Haverfordwest Power Stn,2050_high_demand,Run_2_3_
electricity_grid,16173395.02,elec_lines_grid:Neyland,2050_high_demand,Run_2_3_
elec_lines_grid:Neyland,32737355.02,electricity_grid,2050_high_demand,Run_2_3_
elec_lines_grid:St Twynells,6181659.677,electricity_grid,2050_high_demand,Run_2_3_
electricity_primary,55042626.33,elec_lines_primary:Brawdy,2050_high_demand,Run_2_3_
elec_lines_primary:Brawdy,9762667.978,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,69392669.1,elec_lines_primary:Bridell,2050_high_demand,Run_2_3_
elec_lines_primary:Bridell,9134736.155,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,218862646.4,elec_lines_primary:Broadfield,2050_high_demand,Run_2_3_
elec_lines_primary:Broadfield,146300231.9,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,11778225.44,elec_lines_primary:Fishguard,2050_high_demand,Run_2_3_
elec_lines_primary:Fishguard,228141830,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,203402902.5,elec_lines_primary:Golden Hill,2050_high_demand,Run_2_3_
elec_lines_primary:Golden Hill,66046256.86,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,53509285.25,elec_lines_primary:Haverfordwest Power Stn,2050_high_demand,Run_2_3_
elec_lines_primary:Haverfordwest Power Stn,598401544,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,17985201.64,elec_lines_primary:Llanfyrnach,2050_high_demand,Run_2_3_
elec_lines_primary:Llanfyrnach,362921.9203,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,83599856.85,elec_lines_primary:Merlins Bridge,2050_high_demand,Run_2_3_
elec_lines_primary:Merlins Bridge,187284.6154,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,53566304.56,elec_lines_primary:Milford Haven,2050_high_demand,Run_2_3_
elec_lines_primary:Milford Haven,9897523.818,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,104061224.3,elec_lines_primary:Nevern,2050_high_demand,Run_2_3_
elec_lines_primary:Nevern,66137187.13,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,9134736.155,elec_lines_primary:Newcastle Emlyn South,2050_high_demand,Run_2_3_
elec_lines_primary:Newcastle Emlyn South,3255481.966,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,184337761.2,elec_lines_primary:Neyland,2050_high_demand,Run_2_3_
elec_lines_primary:Neyland,104959220.2,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,103934875.9,elec_lines_primary:Penblewin,2050_high_demand,Run_2_3_
elec_lines_primary:Penblewin,32211329.61,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,144829239.8,elec_lines_primary:St Davids,2050_high_demand,Run_2_3_
elec_lines_primary:St Davids,113220976.1,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,147058408,elec_lines_primary:St Florence,2050_high_demand,Run_2_3_
elec_lines_primary:St Florence,122687898.5,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,5165927.137,elec_lines_primary:St Twynells,2050_high_demand,Run_2_3_
elec_lines_primary:St Twynells,16588352.05,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,240213459.2,elec_lines_primary:Steynton,2050_high_demand,Run_2_3_
elec_lines_primary:Steynton,227598568.9,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,44200030.81,elec_lines_primary:Tenby,2050_high_demand,Run_2_3_
elec_lines_primary:Tenby,1540658.029,electricity_primary,2050_high_demand,Run_2_3_
electricity_primary,31269001.19,elec_lines_primary:Whitland,2050_high_demand,Run_2_3_
elec_lines_primary:Whitland,24909711.99,electricity_primary,2050_high_demand,Run_2_3_
electricity_transport,12892641.23,electric_bus,2050_high_demand,Run_2_3_
electric_bus,5930614.967,bus_mileage,2050_high_demand,Run_2_3_
electricity_transport,97494366.45,electric_car,2050_high_demand,Run_2_3_
electric_car,341230282.6,car_mileage,2050_high_demand,Run_2_3_
electricity_transport,30261717.93,electric_hgv,2050_high_demand,Run_2_3_
electric_hgv,8473281.019,hgv_mileage,2050_high_demand,Run_2_3_
electricity_transport,17683104.11,electric_van,2050_high_demand,Run_2_3_
electric_van,57646919.41,van_mileage,2050_high_demand,Run_2_3_
electricity,56860296.07,electrolyser,2050_high_demand,Run_2_3_
electrolyser,44066729.45,hydrogen,2050_high_demand,Run_2_3_
electricity,158331829.7,ev_chargers,2050_high_demand,Run_2_3_
ev_chargers,158331829.7,electricity_transport,2050_high_demand,Run_2_3_
electricity_grid,-35181819.68,grid_substation,2050_high_demand,Run_2_3_
electricity_primary,-29837203.78,grid_substation,2050_high_demand,Run_2_3_
grid_substation,29000160,electricity_grid,2050_high_demand,Run_2_3_
grid_substation,36018863.45,electricity_primary,2050_high_demand,Run_2_3_
ground_pv,1093613338,electricity_primary,2050_high_demand,Run_2_3_
electricity,389958771.1,heat_pump,2050_high_demand,Run_2_3_
heat_pump,974896927.8,heat,2050_high_demand,Run_2_3_
hgv_mileage,9174371.535,hgv_demand,2050_high_demand,Run_2_3_
hydroelectricity,4802232,electricity_primary,2050_high_demand,Run_2_3_
hydrogen_transport,894.9812752,hydrogen_car,2050_high_demand,Run_2_3_
hydrogen_car,3257.731842,car_mileage,2050_high_demand,Run_2_3_
hydrogen_transport,2062030.929,hydrogen_hgv,2050_high_demand,Run_2_3_
hydrogen_hgv,701090.5159,hgv_mileage,2050_high_demand,Run_2_3_
hydrogen_import,1965650.836,hydrogen,2050_high_demand,Run_2_3_
hydrogen,5032380.286,hydrogen_refueller,2050_high_demand,Run_2_3_
hydrogen_refueller,2264571.129,hydrogen_transport,2050_high_demand,Run_2_3_
hydrogen_storage_tank,2.07E-24,hydrogen,2050_high_demand,Run_2_3_
hydrogen_transport,1732347.237,hydrogen_storage_transport,2050_high_demand,Run_2_3_
hydrogen_storage_transport,1530702.019,hydrogen_transport,2050_high_demand,Run_2_3_
methane_reformation,-1.61E-08,hydrogen,2050_high_demand,Run_2_3_
national_grid_import,6181659.677,electricity_grid,2050_high_demand,Run_2_3_
onshore_wind,53332996.34,electricity_primary,2050_high_demand,Run_2_3_
electricity,-52679855.35,primary_substation,2050_high_demand,Run_2_3_
electricity_primary,-1232582672,primary_substation,2050_high_demand,Run_2_3_
primary_substation,1210610081,electricity,2050_high_demand,Run_2_3_
primary_substation,74652445.64,electricity_primary,2050_high_demand,Run_2_3_
electricity,81373187.75,resistance_heating,2050_high_demand,Run_2_3_
resistance_heating,81373187.75,heat,2050_high_demand,Run_2_3_
rooftop_pv,18586396.91,electricity,2050_high_demand,Run_2_3_
van_mileage,57646919.41,van_demand,2050_high_demand,Run_2_3_
electricity,534623996.7,battery,2050_high_hydrogen,Run_2_3_
battery,452505750.8,electricity,2050_high_hydrogen,Run_2_3_
biomass,1130995.888,biomass_boiler_to_heat,2050_high_hydrogen,Run_2_3_
biomass_boiler_to_heat,791697.1214,heat,2050_high_hydrogen,Run_2_3_
biomass_import,1130995.888,biomass,2050_high_hydrogen,Run_2_3_
bus_mileage,5930614.967,bus_demand,2050_high_hydrogen,Run_2_3_
car_mileage,341233540.3,car_demand,2050_high_hydrogen,Run_2_3_
electricity,262847102.4,demand_elec,2050_high_hydrogen,Run_2_3_
heat,563525312.1,demand_heat,2050_high_hydrogen,Run_2_3_
hydrogen_heat,467953377.1,demand_hydrogen_heat,2050_high_hydrogen,Run_2_3_
hydrogen,41000000,demand_hydrogen_industrial,2050_high_hydrogen,Run_2_3_
electricity_grid,13749717.87,elec_lines_grid:Golden Hill,2050_high_hydrogen,Run_2_3_
electricity_grid,6879600,elec_lines_grid:Haverfordwest Power Stn,2050_high_hydrogen,Run_2_3_
elec_lines_grid:Haverfordwest Power Stn,13018320,electricity_grid,2050_high_hydrogen,Run_2_3_
electricity_grid,13018320,elec_lines_grid:Neyland,2050_high_hydrogen,Run_2_3_
elec_lines_grid:Neyland,20003760,electricity_grid,2050_high_hydrogen,Run_2_3_
elec_lines_grid:St Twynells,625557.866,electricity_grid,2050_high_hydrogen,Run_2_3_
electricity_primary,167343800,elec_lines_primary:Brawdy,2050_high_hydrogen,Run_2_3_
elec_lines_primary:Brawdy,68554.11365,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_primary,70015255.3,elec_lines_primary:Bridell,2050_high_hydrogen,Run_2_3_
elec_lines_primary:Bridell,15190779.84,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_primary,235120190.7,elec_lines_primary:Broadfield,2050_high_hydrogen,Run_2_3_
elec_lines_primary:Broadfield,183272260.2,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_primary,2408627.308,elec_lines_primary:Fishguard,2050_high_hydrogen,Run_2_3_
elec_lines_primary:Fishguard,252497459.7,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_primary,201984752.6,elec_lines_primary:Golden Hill,2050_high_hydrogen,Run_2_3_
elec_lines_primary:Golden Hill,51041807.56,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_primary,54738481.66,elec_lines_primary:Haverfordwest Power Stn,2050_high_hydrogen,Run_2_3_
elec_lines_primary:Haverfordwest Power Stn,698645295.1,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_primary,19821059.64,elec_lines_primary:Llanfyrnach,2050_high_hydrogen,Run_2_3_
elec_lines_primary:Llanfyrnach,1046785.822,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_primary,40796247.46,elec_lines_primary:Merlins Bridge,2050_high_hydrogen,Run_2_3_
elec_lines_primary:Merlins Bridge,1994763.212,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_primary,261297967.6,elec_lines_primary:Milford Haven,2050_high_hydrogen,Run_2_3_
electricity_primary,98944244.45,elec_lines_primary:Nevern,2050_high_hydrogen,Run_2_3_
elec_lines_primary:Nevern,66690502.87,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_primary,12780913.92,elec_lines_primary:Newcastle Emlyn South,2050_high_hydrogen,Run_2_3_
elec_lines_primary:Newcastle Emlyn South,5603632.063,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_primary,89217233.6,elec_lines_primary:Neyland,2050_high_hydrogen,Run_2_3_
elec_lines_primary:Neyland,73637762.59,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_primary,104597417.3,elec_lines_primary:Penblewin,2050_high_hydrogen,Run_2_3_
elec_lines_primary:Penblewin,50562236.58,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_primary,188393062.7,elec_lines_primary:St Davids,2050_high_hydrogen,Run_2_3_
elec_lines_primary:St Davids,205701032.7,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_primary,174399612.3,elec_lines_primary:St Florence,2050_high_hydrogen,Run_2_3_
elec_lines_primary:St Florence,153014387.2,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_primary,12370316.84,elec_lines_primary:St Twynells,2050_high_hydrogen,Run_2_3_
elec_lines_primary:St Twynells,5947787.626,electricity_primary,2050_high_hydrogen,Run_2_3_
electricity_primary,333299523.2,elec_lines_primary:Steynton,2050_high_hydrogen,Run_2_3_
elec_lines_primary:Steynton,331684112.8,electricity_primary,2050_high_hydrogen,Run_2_3_
